Agency,Offense Description, OFFENSE CODE,YEAR,MONTH,Offense Date,WARRANT ISSUED
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/1/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/2/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/2/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/3/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/4/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/4/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/5/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/5/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/5/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/5/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/5/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/5/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/6/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/7/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/8/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/8/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/8/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/12/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/12/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/13/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/13/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/13/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/13/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/15/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/15/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/15/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/16/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/19/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/20/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/20/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/20/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/20/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/20/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/20/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/20/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/20/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/20/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/20/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/20/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/20/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/21/16,YES
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2016,August,8/22/16,NO
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2016,August,8/22/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/23/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/23/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/23/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/24/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/25/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/26/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/27/16,YES
AMC  ,SOLICITATION - AGGRESSIVE                                                       ,62220,2016,August,8/28/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/30/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/30/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/30/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/30/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,August,8/30/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,August,8/30/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/1/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/2/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,September,9/3/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,September,9/3/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/5/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/5/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,September,9/6/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/6/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/6/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/6/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/6/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/6/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/7/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/8/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/8/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/9/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,September,9/10/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/10/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,September,9/11/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/11/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,September,9/13/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/16/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,September,9/20/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,September,9/21/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/23/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/23/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/23/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/23/16,YES
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,September,9/23/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/23/16,NO
AMC  ,SOLICITATION BY PEDESTRIAN IN ROADWAY - STATE LAW                               ,62215,2016,September,9/25/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/25/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/25/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/26/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/26/16,YES
AMC  ,SIT OR LIE ON PUBLIC SIDEWALK                                                   ,62611,2016,September,9/26/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/27/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/27/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/29/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/29/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/30/16,YES
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,September,9/30/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,October,10/1/16,NO
AMC  ,CAMPING IN A PUBLIC AREA                                                        ,62615,2016,October,10/2/16,YES
